CampaignID,CampaignName,PlatformID,CampaignTypeID,IndustryID,CampaignObjective,StartDate,EndDate,CampaignDuration,Status,Budget,Cost,Revenue,Profit,ROI,ROAS,Impressions,Reach,Clicks,CTR,CPC,CPM,Conversions,ConversionRate,TargetAudience,DeviceTarget,Region,IsViral,IsLossMaking
CAM008013,Optimized bandwidth-monitored service-desk,2,3,4,Retention,2025-11-28,2025-12-28,30,Completed,11919.68,22435.31,74403.35,51968.03,231.63,3.32,683633,109751,16652,0.02436,1.35,32.82,1019,0.06119,B2C,All,Asia-Pacific,False,False
CAM008014,Synergized client-server throughput,7,5,7,Conversion,2026-03-24,2026-05-23,60,Active,15753.39,19314.3,55287.38,35973.08,186.25,2.86,380298,197705,3422,0.009,5.64,50.79,137,0.04004,B2C,Desktop,Europe,False,False
CAM008015,Ergonomic multi-tasking functionalities,7,5,3,Lead Generation,2025-03-12,2025-04-11,30,Completed,43921.84,57584.36,133352.96,75768.6,131.58,2.32,1615435,755613,11085,0.00686,5.19,35.65,516,0.04655,B2C,All,North America,False,False
CAM008016,Re-engineered global system engine,2,1,9,Retention,2025-10-29,2025-11-28,30,Active,11940.08,40916.9,116284.84,75367.93,184.2,2.84,830448,401950,25642,0.03088,1.6,49.27,1599,0.06236,B2C,All,North America,False,False
CAM008017,Decentralized eco-centric core,3,3,2,Conversion,2025-08-10,2025-10-09,60,Completed,1744.89,4228.26,12935.98,8707.72,205.94,3.06,116432,71603,2321,0.01993,1.82,36.32,129,0.05558,B2C,All,North America,False,False
CAM008018,Vision-oriented encompassing initiative,5,5,1,Conversion,2024-10-30,2024-11-29,30,Draft,734.05,672.47,1706.3,1033.83,153.74,2.54,49151,7955,597,0.01217,1.13,13.68,30,0.05025,B2C,All,Asia-Pacific,False,False
CAM008019,Quality-focused coherent encoding,5,2,10,Retention,2026-01-18,2026-03-04,45,Completed,18977.66,25816.67,141271.37,115454.7,447.21,5.47,1528177,331673,24740,0.01619,1.04,16.89,1203,0.04863,B2C,All,Asia-Pacific,True,False
CAM008020,Reverse-engineered zero administration function,6,4,4,Conversion,2024-11-12,2025-02-10,90,Completed,13654.65,11076.6,29567.69,18491.09,166.94,2.67,863038,181291,11654,0.0135,0.95,12.83,517,0.04436,B2C,Mobile,North America,False,False
CAM008021,Profound encompassing product,6,5,7,Lead Generation,2026-07-02,2026-08-01,30,Completed,3525.15,1535.92,4446.92,2911.0,189.53,2.9,142595,65138,1456,0.01022,1.05,10.77,50,0.03434,B2C,All,Asia-Pacific,False,False
CAM008022,Balanced 4thgeneration concept,1,2,1,Retention,2026-02-16,2026-04-02,45,Completed,17761.27,145265.82,146137.43,871.61,0.6,1.01,1870999,331826,64608,0.03453,2.25,77.64,2751,0.04258,B2B,Mobile,Europe,False,True
CAM008023,Polarized web-enabled definition,3,5,8,Conversion,2024-08-25,2024-09-24,30,Completed,26702.86,42686.98,134232.41,91545.43,214.46,3.14,1720096,1038347,26131,0.01519,1.63,24.82,1091,0.04175,B2B,Desktop,Asia-Pacific,False,False
CAM008024,Adaptive 24hour secured line,4,3,9,Brand Awareness,2025-02-17,2025-04-03,45,Active,20165.58,46907.25,137013.53,90106.28,192.09,2.92,928381,324837,15664,0.01687,2.99,50.53,809,0.05165,B2B,All,North America,False,False
CAM008025,Profound intermediate policy,4,5,1,Brand Awareness,2025-01-18,2025-02-17,30,Active,4668.03,8006.23,19794.5,11788.28,147.24,2.47,219341,68941,2390,0.0109,3.35,36.5,96,0.04017,B2C,Mobile,Latin America,False,False
CAM008026,Object-based human-resource architecture,7,6,1,Brand Awareness,2025-01-19,2025-02-18,30,Completed,25436.35,14934.93,38858.04,23923.11,160.18,2.6,625100,283284,3705,0.00593,4.03,23.89,169,0.04561,B2C,Mobile,North America,False,False
CAM008027,Centralized bifurcated task-force,2,1,8,Lead Generation,2025-11-23,2025-12-23,30,Active,41102.98,207397.19,609684.67,402287.48,193.97,2.94,4657979,3626568,145691,0.03128,1.42,44.53,7783,0.05342,B2C,Desktop,Europe,False,False
CAM008028,Networked motivating customer loyalty,3,5,6,Brand Awareness,2026-06-14,2026-08-13,60,Completed,19897.7,36994.02,112807.78,75813.75,204.94,3.05,1498618,322037,23834,0.0159,1.55,24.69,993,0.04166,B2C,All,Asia-Pacific,False,False
CAM008029,Compatible attitude-oriented secured line,6,1,6,Brand Awareness,2025-02-23,2025-04-24,60,Paused,18404.69,14682.63,17521.2,2838.57,19.33,1.19,993289,418886,13895,0.01399,1.06,14.78,652,0.04692,B2C,Mobile,Europe,False,True
CAM008030,Ergonomic reciprocal groupware,3,5,10,Retention,2026-08-15,2026-10-14,60,Completed,42099.14,79795.91,258192.68,178396.76,223.57,3.24,2538362,940952,34521,0.0136,2.31,31.44,1467,0.0425,B2B,All,North America,False,False
CAM008031,Assimilated actuating architecture,1,3,5,Conversion,2025-05-15,2025-07-14,60,Paused,42705.08,312440.29,941497.14,629056.85,201.34,3.01,3029774,672769,107734,0.03556,2.9,103.12,5766,0.05352,B2C,Desktop,Europe,False,False
CAM008032,Multi-tiered multi-tasking approach,1,5,4,Brand Awareness,2025-09-27,2025-12-26,90,Completed,6647.23,34066.6,109407.37,75340.76,221.16,3.21,570822,413138,15502,0.02716,2.2,59.68,672,0.04335,B2B,Mobile,North America,False,False
CAM008033,Seamless secondary focus group,4,1,5,Lead Generation,2024-09-25,2024-10-25,30,Completed,20069.8,61001.01,168117.27,107116.26,175.6,2.76,1084996,502866,20357,0.01876,3.0,56.22,1251,0.06145,B2B,Mobile,Asia-Pacific,False,False
CAM008034,Configurable explicit product,4,4,5,Conversion,2024-09-07,2024-10-22,45,Completed,5891.19,16650.94,47494.05,30843.11,185.23,2.85,402412,251777,6273,0.01559,2.65,41.38,375,0.05978,B2B,All,North America,False,False
CAM008035,Robust asynchronous support,1,2,2,Conversion,2025-07-12,2025-08-11,30,Completed,18651.89,136062.96,477854.77,341791.81,251.2,3.51,2051743,895170,69209,0.03373,1.97,66.32,4002,0.05782,B2B,All,Global,False,False
CAM008036,Inverse actuating knowledgebase,5,1,3,Brand Awareness,2025-11-27,2026-01-11,45,Completed,14214.47,22089.61,56008.71,33919.1,153.55,2.54,930163,167542,19525,0.02099,1.13,23.75,1366,0.06996,B2C,Mobile,Europe,False,False
CAM008037,Open-source zero-defect conglomeration,6,3,5,Lead Generation,2025-05-07,2025-07-06,60,Completed,9805.69,4424.2,11500.9,7076.7,159.95,2.6,376791,156712,3995,0.0106,1.11,11.74,204,0.05106,B2B,Mobile,Europe,False,False
CAM008038,Self-enabling multi-state customer loyalty,6,3,5,Conversion,2024-08-29,2024-09-28,30,Paused,6624.45,3466.61,8813.47,5346.87,154.24,2.54,292365,93913,4119,0.01409,0.84,11.86,197,0.04783,B2B,All,Europe,False,False
CAM008039,Reduced leadingedge project,7,3,5,Conversion,2025-09-22,2025-11-06,45,Completed,59799.55,93043.86,244587.39,151543.54,162.87,2.63,2362943,813831,20454,0.00866,4.55,39.38,1371,0.06703,B2C,Mobile,Europe,False,False
CAM008040,Open-source responsive circuit,1,3,4,Conversion,2025-02-05,2025-05-06,90,Active,9411.29,42270.08,126211.31,83941.23,198.58,2.99,542482,383500,20294,0.03741,2.08,77.92,1292,0.06366,B2C,All,North America,False,False
CAM008041,Business-focused upward-trending hub,2,3,1,Lead Generation,2024-09-06,2024-10-06,30,Completed,20962.91,63740.49,193232.35,129491.86,203.15,3.03,1332755,866130,40410,0.03032,1.58,47.83,2421,0.05991,B2C,All,Latin America,False,False
CAM008042,Face-to-face scalable focus group,6,3,10,Conversion,2025-09-04,2025-10-19,45,Paused,12712.59,5045.03,14277.63,9232.61,183.0,2.83,447694,71382,5319,0.01188,0.95,11.27,277,0.05208,B2C,All,North America,False,False
CAM008043,Future-proofed 3rdgeneration methodology,5,4,7,Lead Generation,2026-07-26,2026-08-25,30,Paused,11190.37,8224.34,11201.36,2977.02,36.2,1.36,531992,38901,7640,0.01436,1.08,15.46,352,0.04607,B2C,All,Asia-Pacific,False,True
CAM008044,Organic leadingedge policy,4,2,6,Retention,2025-06-07,2025-07-22,45,Completed,8244.04,21675.81,70620.33,48944.52,225.8,3.26,310305,86156,7243,0.02334,2.99,69.85,443,0.06116,B2C,All,North America,False,False
CAM008045,Horizontal hybrid complexity,1,3,7,Retention,2025-11-27,2025-12-27,30,Completed,7435.6,44246.74,152749.08,108502.34,245.22,3.45,688843,404790,19773,0.0287,2.24,64.23,1400,0.0708,B2C,All,North America,False,False
CAM008046,Centralized transitional knowledge user,7,1,10,Retention,2025-03-20,2025-04-19,30,Active,7983.72,24860.7,71212.15,46351.44,186.44,2.86,617083,294162,4804,0.00779,5.18,40.29,286,0.05953,B2B,Desktop,Europe,False,False
CAM008047,Devolved uniform initiative,6,6,10,Lead Generation,2025-07-08,2025-08-07,30,Active,61786.71,17269.88,44539.06,27269.18,157.9,2.58,2321818,700686,17280,0.00744,1.0,7.44,530,0.03067,B2C,All,Global,False,False
CAM008048,Virtual incremental secured line,5,2,10,Conversion,2025-07-01,2025-07-31,30,Paused,17303.36,34015.29,103076.37,69061.08,203.03,3.03,1153542,292071,25462,0.02207,1.34,29.49,1481,0.05817,B2B,Mobile,Asia-Pacific,False,False
CAM008049,De-engineered radical challenge,4,2,8,Retention,2026-02-19,2026-03-21,30,Completed,82402.78,321062.0,933917.58,612855.58,190.88,2.91,4727095,4073843,113810,0.02408,2.82,67.92,7026,0.06173,B2C,All,North America,False,False
CAM008050,Monitored 3rdgeneration open architecture,2,3,6,Lead Generation,2025-09-02,2025-10-02,30,Active,58253.79,167374.01,546274.72,378900.71,226.38,3.26,4363235,1097752,102561,0.02351,1.63,38.36,5453,0.05317,B2C,Mobile,Asia-Pacific,False,False
CAM008051,Cross-group value-added matrix,4,6,3,Retention,2026-07-11,2026-10-09,90,Completed,104543.43,223203.97,539590.23,316386.26,141.75,2.42,4774377,2105673,63891,0.01338,3.49,46.75,2075,0.03248,B2B,Mobile,Global,False,False
CAM008052,Up-sized responsive leverage,2,1,10,Lead Generation,2025-06-16,2025-07-16,30,Completed,7301.51,25920.2,37949.78,12029.58,46.41,1.46,428060,373490,14075,0.03288,1.84,60.55,773,0.05492,B2C,All,North America,False,True
CAM008053,Networked actuating complexity,3,4,10,Brand Awareness,2025-08-28,2025-10-12,45,Completed,14169.73,42240.23,128356.79,86116.56,203.87,3.04,1018406,187159,20928,0.02055,2.02,41.48,1376,0.06575,B2C,All,Global,False,False
CAM008054,Re-contextualized tangible portal,7,4,8,Lead Generation,2025-02-14,2025-05-15,90,Active,20683.74,22767.81,52005.29,29237.48,128.42,2.28,554809,39159,4227,0.00762,5.39,41.04,216,0.0511,B2C,All,North America,False,False
CAM008055,Cloned zero administration time-frame,3,3,4,Lead Generation,2025-07-15,2025-10-13,90,Active,36299.49,105573.28,326243.96,220670.68,209.02,3.09,2240142,403543,53004,0.02366,1.99,47.13,3405,0.06424,B2B,Mobile,Europe,False,False
CAM008056,Fundamental 3rdgeneration infrastructure,4,5,1,Retention,2024-10-09,2024-12-08,60,Completed,83692.58,267296.57,7142847.86,6875551.29,1500.0,26.72,5536628,1129029,79568,0.01437,3.36,48.28,3777,0.04747,B2C,All,Europe,True,False
CAM008057,Progressive systematic monitoring,6,1,9,Retention,2024-08-17,2024-09-16,30,Completed,8082.7,4241.7,10987.17,6745.47,159.03,2.59,309235,41695,4845,0.01567,0.88,13.72,282,0.0582,B2B,All,North America,False,False
CAM008058,Fundamental asymmetric core,1,6,10,Conversion,2024-10-24,2024-12-08,45,Completed,10524.63,47128.48,155673.6,108545.12,230.32,3.3,907643,497240,17767,0.01958,2.65,51.92,845,0.04756,B2C,All,North America,False,False
CAM008059,Exclusive dedicated knowledgebase,5,5,6,Brand Awareness,2024-10-10,2024-11-09,30,Active,39209.46,36181.11,107177.0,70995.89,196.22,2.96,2175544,1272031,33316,0.01531,1.09,16.63,1207,0.03623,B2C,All,Europe,False,False
CAM008060,Focused background capacity,6,3,7,Brand Awareness,2025-07-02,2025-08-16,45,Draft,10084.92,7206.9,16883.87,9676.97,134.27,2.34,519866,289079,7063,0.01359,1.02,13.86,373,0.05281,B2C,Desktop,Global,False,False
CAM008061,Intuitive heuristic structure,1,4,2,Conversion,2025-10-11,2025-11-10,30,Completed,28933.14,104706.05,347928.04,243221.99,232.29,3.32,1420624,547868,44449,0.03129,2.36,73.7,2432,0.05471,B2B,All,Asia-Pacific,False,False
CAM008062,Down-sized dedicated hardware,2,6,4,Retention,2025-09-10,2025-12-09,90,Completed,80181.89,104777.09,315436.7,210659.61,201.06,3.01,4424986,197095,68514,0.01548,1.53,23.68,2146,0.03132,B2B,Desktop,Asia-Pacific,False,False
CAM008063,Open-architected bi-directional Local Area Network,5,6,7,Brand Awareness,2025-08-15,2025-11-13,90,Completed,24237.5,24198.05,74481.09,50283.04,207.8,3.08,2007035,154424,19660,0.0098,1.23,12.06,435,0.02213,B2C,All,Global,False,False
CAM008064,Quality-focused attitude-oriented Local Area Network,4,2,7,Conversion,2025-01-13,2025-02-27,45,Active,17247.81,53896.76,161429.23,107532.47,199.52,3.0,942115,491845,18138,0.01925,2.97,57.21,1140,0.06285,B2B,All,Europe,False,False
CAM008065,Advanced demand-driven concept,2,6,10,Brand Awareness,2026-07-07,2026-08-06,30,Completed,18556.66,26660.74,89897.04,63236.29,237.19,3.37,1221636,333583,17451,0.01429,1.53,21.82,624,0.03576,B2C,All,Asia-Pacific,False,False
CAM008066,Synergistic bi-directional artificial intelligence,7,2,10,Conversion,2025-03-03,2025-05-02,60,Active,4598.73,7968.45,18490.7,10522.25,132.05,2.32,211920,90935,1881,0.00888,4.24,37.6,108,0.05742,B2C,Mobile,Global,False,False
CAM008067,Robust cohesive ability,6,3,2,Lead Generation,2025-12-02,2026-01-16,45,Active,24989.84,19016.4,50458.89,31442.49,165.34,2.65,1204343,721778,16493,0.0137,1.15,15.79,933,0.05657,B2C,All,Global,False,False
CAM008068,Multi-tiered bifurcated definition,5,6,7,Lead Generation,2026-02-14,2026-03-31,45,Completed,31759.17,25312.64,73012.14,47699.5,188.44,2.88,2450280,1447589,24248,0.0099,1.04,10.33,853,0.03518,B2B,Mobile,Global,False,False
CAM008069,Versatile interactive encoding,6,4,10,Retention,2026-01-05,2026-02-04,30,Completed,34534.61,27056.82,74786.18,47729.36,176.4,2.76,1746067,627370,32075,0.01837,0.84,15.5,1895,0.05908,B2B,Mobile,North America,False,False
CAM008070,Profound static functionalities,4,1,7,Lead Generation,2026-08-10,2026-09-09,30,Completed,21741.95,75502.53,209312.37,133809.84,177.23,2.77,1016110,318475,22131,0.02178,3.41,74.31,1247,0.05635,B2C,Mobile,Asia-Pacific,False,False
CAM008071,De-engineered maximized methodology,5,5,1,Lead Generation,2025-06-01,2025-07-16,45,Completed,11892.66,8453.86,23348.12,14894.25,176.18,2.76,714542,258055,7484,0.01047,1.13,11.83,262,0.03501,B2B,All,Asia-Pacific,False,False
CAM008072,Quality-focused object-oriented hardware,3,5,7,Conversion,2025-06-15,2025-07-15,30,Completed,42804.58,70727.19,52699.84,-18027.35,-25.49,0.75,2130865,702182,36817,0.01728,1.92,33.19,1486,0.04036,B2B,All,Latin America,False,True
CAM008073,Multi-tiered bottom-line core,1,2,1,Conversion,2024-11-11,2024-12-26,45,Paused,1074.6,8627.82,25854.16,17226.34,199.66,3.0,82322,39440,3342,0.0406,2.58,104.81,236,0.07062,B2B,Mobile,North America,False,False
CAM008074,Extended local archive,4,6,9,Lead Generation,2025-07-18,2025-09-16,60,Completed,6299.01,8993.84,24771.39,15777.55,175.43,2.75,292220,127873,3230,0.01106,2.78,30.78,113,0.03498,B2C,Mobile,North America,False,False
CAM008075,Synchronized needs-based frame,4,4,1,Conversion,2025-01-15,2025-03-16,60,Paused,59310.48,183019.49,476676.82,293657.33,160.45,2.6,2637350,1442503,49682,0.01884,3.68,69.4,2454,0.04939,B2B,All,Latin America,False,False
CAM008076,Integrated empowering parallelism,6,4,9,Lead Generation,2025-07-02,2025-08-31,60,Completed,3548.01,1751.45,4202.76,2451.31,139.96,2.4,152944,11252,1986,0.01299,0.88,11.45,107,0.05388,B2C,All,Europe,False,False
CAM008077,Business-focused uniform concept,5,4,6,Brand Awareness,2024-12-21,2025-02-04,45,Active,29321.27,30100.92,85248.89,55147.97,183.21,2.83,1834513,519738,28590,0.01558,1.05,16.41,1260,0.04407,B2B,Mobile,Europe,False,False
CAM008078,Reduced fresh-thinking application,4,5,3,Retention,2026-02-08,2026-03-25,45,Active,28451.11,58930.26,174647.82,115717.56,196.36,2.96,1454932,894002,23414,0.01609,2.52,40.5,1029,0.04395,B2B,All,Latin America,False,False
CAM008079,Digitized hybrid frame,1,5,1,Retention,2025-01-08,2025-04-08,90,Completed,39908.79,225713.79,705257.83,479544.03,212.46,3.12,2841149,1452470,83570,0.02941,2.7,79.44,3848,0.04605,B2B,Mobile,Europe,False,False
CAM008080,Profound 6thgeneration attitude,3,6,5,Brand Awareness,2024-10-01,2024-11-15,45,Completed,18831.51,17707.11,51528.3,33821.19,191.0,2.91,995362,757033,10165,0.01021,1.74,17.79,315,0.03099,B2C,All,Asia-Pacific,False,False
CAM008081,Optional even-keeled forecast,4,3,2,Conversion,2025-04-13,2025-07-12,90,Paused,16756.4,49203.8,134494.63,85290.83,173.34,2.73,803321,465040,18492,0.02302,2.66,61.25,902,0.04878,B2C,Mobile,North America,False,False
CAM008082,Business-focused disintermediate knowledge user,2,2,3,Retention,2024-11-12,2024-12-12,30,Completed,31175.17,110081.26,98379.06,-11702.2,-10.63,0.89,2101913,629273,62886,0.02992,1.75,52.37,4105,0.06528,B2C,All,Europe,False,True
CAM008083,Expanded systemic extranet,6,2,1,Brand Awareness,2026-02-08,2026-03-25,45,Active,57398.94,31168.48,78451.47,47282.99,151.7,2.52,2323999,1176710,30866,0.01328,1.01,13.41,1721,0.05576,B2C,Desktop,North America,False,False
CAM008084,Customer-focused hybrid leverage,5,4,7,Brand Awareness,2025-06-01,2025-08-30,90,Active,31318.7,47254.04,123071.5,75817.47,160.45,2.6,2049355,710724,35072,0.01711,1.35,23.06,1711,0.04879,B2C,Desktop,North America,False,False
CAM008085,Public-key bi-directional circuit,1,1,1,Lead Generation,2026-05-31,2026-07-15,45,Draft,8182.52,63725.84,216947.42,153221.58,240.44,3.4,608804,294871,25348,0.04164,2.51,104.67,1299,0.05125,B2C,Desktop,North America,False,False
CAM008086,Persistent user-facing utilization,4,4,4,Brand Awareness,2025-10-09,2025-11-23,45,Completed,7481.19,29425.77,10440.9,-18984.88,-30.0,0.35,404928,215343,8715,0.02152,3.38,72.67,338,0.03878,B2B,All,Latin America,False,True
CAM008087,Proactive static migration,3,1,10,Lead Generation,2024-09-19,2024-10-19,30,Completed,68667.81,138236.8,432753.22,294516.42,213.05,3.13,3776212,688996,84554,0.02239,1.63,36.61,5768,0.06822,B2C,Mobile,Latin America,False,False
CAM008088,Down-sized contextually-based archive,1,6,5,Lead Generation,2025-05-22,2025-07-06,45,Completed,28571.07,142841.23,960081.07,817239.84,572.13,6.72,3414286,804273,52955,0.01551,2.7,41.84,2193,0.04141,B2B,Mobile,North America,True,False
CAM008089,Advanced cohesive productivity,1,5,10,Lead Generation,2025-02-14,2025-03-31,45,Active,54843.59,267666.86,755300.13,487633.27,182.18,2.82,3241488,546982,88313,0.02724,3.03,82.58,4162,0.04713,B2B,Mobile,Asia-Pacific,False,False
CAM008090,Cross-group mobile parallelism,6,2,4,Lead Generation,2024-10-24,2024-12-23,60,Completed,15726.0,10128.39,1344.02,-8784.37,-30.0,0.13,773141,323996,9944,0.01286,1.02,13.1,482,0.04847,B2B,All,Asia-Pacific,False,True
CAM008091,Public-key contextually-based benchmark,4,4,4,Retention,2026-06-21,2026-08-05,45,Active,43383.68,72379.06,222852.72,150473.66,207.9,3.08,1344671,100559,21699,0.01614,3.34,53.83,1431,0.06595,B2B,All,Asia-Pacific,False,False
CAM008092,Self-enabling content-based firmware,6,6,2,Brand Awareness,2024-11-05,2024-12-20,45,Active,12476.06,2263.41,3786.67,1523.26,67.3,1.67,365052,75193,2608,0.00715,0.87,6.2,70,0.02684,B2B,Mobile,Asia-Pacific,False,True
CAM008093,Programmable intangible concept,2,1,1,Conversion,2025-09-20,2025-11-04,45,Active,20477.88,65185.61,60845.49,-4340.12,-6.66,0.93,1524884,634061,43547,0.02856,1.5,42.75,2148,0.04933,B2C,All,North America,False,True
CAM008094,Re-engineered needs-based Graphical User Interface,7,2,5,Brand Awareness,2024-12-22,2025-02-20,60,Completed,21319.91,60113.06,166104.95,105991.89,176.32,2.76,1022128,293577,10866,0.01063,5.53,58.81,498,0.04583,B2C,All,North America,False,False
CAM008095,User-centric mobile toolset,2,5,9,Brand Awareness,2025-11-18,2025-12-18,30,Paused,5262.92,11215.13,30453.04,19237.91,171.54,2.72,337929,153567,6261,0.01853,1.79,33.19,302,0.04824,B2C,Desktop,Latin America,False,False
CAM008096,Upgradable systemic portal,4,1,1,Retention,2025-04-04,2025-05-19,45,Active,36133.28,104566.62,41154.91,-63411.71,-30.0,0.39,1897218,1280226,33584,0.0177,3.11,55.12,2050,0.06104,B2C,All,Asia-Pacific,False,True
CAM008097,Organic discrete task-force,5,5,5,Lead Generation,2024-08-24,2024-10-08,45,Active,26212.01,39339.16,106298.21,66959.05,170.21,2.7,2141005,1231270,28828,0.01346,1.36,18.37,1216,0.04218,B2C,Mobile,Asia-Pacific,False,False
CAM008098,Optimized discrete moratorium,5,1,7,Retention,2026-04-09,2026-05-09,30,Paused,11955.38,15754.97,49701.46,33946.49,215.47,3.15,665967,223054,13513,0.02029,1.17,23.66,851,0.06298,B2C,Mobile,Global,False,False
CAM008099,Fully-configurable bifurcated migration,1,5,1,Retention,2025-03-01,2025-04-30,60,Draft,19206.5,107196.9,354780.94,247584.04,230.96,3.31,1723827,299176,44670,0.02591,2.4,62.19,1954,0.04374,B2C,All,Europe,False,False
CAM008100,Enhanced needs-based software,7,4,9,Brand Awareness,2026-01-27,2026-03-13,45,Active,23018.05,35121.34,78167.21,43045.87,122.56,2.23,750438,130095,5494,0.00732,6.39,46.8,287,0.05224,B2B,Mobile,North America,False,False
CAM008101,Intuitive incremental algorithm,3,4,3,Retention,2025-09-27,2025-11-11,45,Active,80308.93,121302.35,428060.06,306757.71,252.89,3.53,4615578,69494,81767,0.01772,1.48,26.28,5019,0.06138,B2B,All,Asia-Pacific,False,False
CAM008102,Mandatory discrete orchestration,1,4,1,Lead Generation,2026-07-11,2026-08-25,45,Completed,7207.16,47733.23,163117.92,115384.69,241.73,3.42,553268,136392,18011,0.03255,2.65,86.28,1064,0.05908,B2C,All,Europe,False,False
CAM008103,Versatile local support,4,5,1,Lead Generation,2024-11-17,2024-12-17,30,Active,29534.25,72526.6,29340.2,-43186.4,-30.0,0.4,1297643,415009,22446,0.0173,3.23,55.89,833,0.03711,B2B,All,North America,False,True
CAM008104,Ameliorated modular toolset,5,1,10,Retention,2024-09-25,2024-10-25,30,Completed,6745.77,12192.64,25183.58,12990.94,106.55,2.07,495321,164053,11500,0.02322,1.06,24.62,586,0.05096,B2C,Desktop,North America,False,True
CAM008105,Total optimizing moratorium,1,5,1,Lead Generation,2025-02-14,2025-03-31,45,Completed,12289.75,59824.36,202679.58,142855.22,238.79,3.39,921293,102119,27207,0.02953,2.2,64.94,1150,0.04227,B2B,All,Asia-Pacific,False,False
CAM008106,Up-sized scalable interface,5,3,1,Conversion,2025-05-18,2025-07-02,45,Draft,11801.93,16919.32,45661.65,28742.33,169.88,2.7,687467,202984,13267,0.0193,1.28,24.61,566,0.04266,B2C,All,North America,False,False
CAM008107,Open-architected systemic capability,4,1,1,Conversion,2025-07-25,2025-08-24,30,Completed,24555.83,93461.83,257443.21,163981.38,175.45,2.75,1331474,308141,33942,0.02549,2.75,70.19,2173,0.06402,B2B,Desktop,Latin America,False,False
CAM008108,Persevering mission-critical standardization,3,6,5,Brand Awareness,2025-03-07,2025-05-06,60,Paused,27021.06,31372.59,91378.9,60006.32,191.27,2.91,1588534,471118,20226,0.01273,1.55,19.75,668,0.03303,B2C,Mobile,Global,False,False
CAM008109,Centralized impactful methodology,5,3,10,Conversion,2026-06-17,2026-07-17,30,Paused,12798.73,8941.28,22611.15,13669.87,152.88,2.53,563570,89856,8566,0.0152,1.04,15.87,528,0.06164,B2B,Mobile,Asia-Pacific,False,False
CAM008110,Front-line impactful model,2,5,8,Brand Awareness,2025-02-25,2025-04-26,60,Active,48100.38,83732.64,236595.13,152862.49,182.56,2.83,2943187,805375,53313,0.01811,1.57,28.45,2024,0.03796,B2C,All,Global,False,False
CAM008111,Vision-oriented client-server utilization,5,5,4,Retention,2024-09-02,2024-12-01,90,Completed,7465.38,5724.94,15648.94,9923.99,173.35,2.73,371697,144114,4638,0.01248,1.23,15.4,139,0.02997,B2C,Desktop,North America,False,False
CAM008112,Advanced high-level task-force,5,3,5,Conversion,2026-06-02,2026-07-17,45,Completed,50842.43,70291.79,186507.67,116215.88,165.33,2.65,3777067,1682805,58004,0.01536,1.21,18.61,3732,0.06434,B2C,All,Asia-Pacific,False,False
CAM008113,Adaptive homogeneous moratorium,4,2,1,Brand Awareness,2026-02-16,2026-04-17,60,Active,13497.66,31773.06,100490.64,68717.58,216.28,3.16,574556,399680,11920,0.02075,2.67,55.3,678,0.05688,B2C,Desktop,Europe,False,False
CAM008114,Digitized attitude-oriented protocol,3,6,6,Retention,2025-06-27,2025-07-27,30,Completed,40824.37,79069.7,238323.45,159253.75,201.41,3.01,2806369,1423432,41560,0.01481,1.9,28.18,1691,0.04069,B2C,All,Global,False,False
CAM008115,Down-sized contextually-based definition,4,3,1,Conversion,2024-10-09,2024-11-08,30,Paused,104312.64,404733.41,1276300.5,871567.09,215.34,3.15,5308419,1233932,118833,0.02239,3.41,76.24,5664,0.04766,B2C,Mobile,North America,False,False
CAM008116,Self-enabling grid-enabled Graphic Interface,4,4,5,Conversion,2026-06-03,2026-07-18,45,Completed,102007.23,155736.96,468853.96,313117.0,201.06,3.01,3458668,1562817,59260,0.01713,2.63,45.03,2952,0.04981,B2C,Mobile,North America,False,False
CAM008117,Synergistic cohesive array,4,6,6,Retention,2025-09-25,2025-10-25,30,Completed,19047.5,28072.08,82876.75,54804.67,195.23,2.95,798810,131073,8883,0.01112,3.16,35.14,316,0.03557,B2C,Mobile,North America,False,False
CAM008118,Object-based systematic protocol,4,2,5,Conversion,2024-08-27,2024-10-11,45,Completed,68279.79,322600.74,1034133.62,711532.88,220.56,3.21,5944321,262023,111912,0.01883,2.88,54.27,6681,0.0597,B2B,Desktop,North America,False,False
CAM008119,Multi-lateral 24/7 time-frame,5,2,10,Conversion,2024-12-21,2025-02-04,45,Completed,5419.85,4672.69,12376.25,7703.56,164.86,2.65,275465,41782,3784,0.01374,1.23,16.96,188,0.04968,B2B,All,North America,False,False
CAM008120,Managed needs-based knowledge user,6,3,6,Conversion,2025-06-20,2025-07-20,30,Completed,54527.32,30139.91,71067.74,40927.82,135.79,2.36,1987901,1133778,30056,0.01512,1.0,15.16,1666,0.05543,B2B,All,Europe,False,False
CAM008121,Customer-focused systemic firmware,3,2,10,Retention,2026-06-05,2026-07-20,45,Completed,30173.28,79137.38,241206.02,162068.65,204.79,3.05,1924536,266863,39806,0.02068,1.99,41.12,2562,0.06436,B2B,All,Europe,False,False
CAM008122,Open-architected non-volatile collaboration,7,2,10,Retention,2026-01-17,2026-02-16,30,Completed,42132.73,50313.98,140754.49,90440.52,179.75,2.8,1562811,447919,13354,0.00855,3.77,32.19,713,0.05339,B2C,All,Global,False,False
