Date,CampaignID,DailySpend,DailyImpressions,DailyClicks,DailyConversions,DailyRevenue
2025-06-17,CAM005582,553.19,15281,333,19,1713.1
2025-06-18,CAM005582,465.64,12862,281,14,1441.98
2025-06-19,CAM005582,675.87,18670,407,22,2093.0
2025-06-20,CAM005582,524.75,14495,316,22,1625.02
2025-06-21,CAM005582,893.48,24681,539,33,2766.88
2025-06-22,CAM005582,433.07,11963,261,12,1341.11
2025-06-23,CAM005582,794.98,21960,479,26,2461.85
2025-06-24,CAM005582,838.64,23166,506,27,2597.06
2025-06-25,CAM005582,633.9,17510,382,16,1963.03
2025-06-26,CAM005582,634.06,17515,382,17,1963.53
2025-06-27,CAM005582,671.13,18539,405,18,2078.33
2025-06-28,CAM005582,524.39,14485,316,13,1623.9
2025-06-29,CAM005582,642.21,17740,387,16,1988.77
2025-06-30,CAM005582,859.07,23730,518,23,2660.32
2025-07-01,CAM005582,418.82,11569,252,14,1296.98
2025-07-02,CAM005582,412.16,11385,248,13,1276.37
2024-10-06,CAM006032,1362.26,52341,1186,46,4136.0
2024-10-07,CAM006032,980.14,37659,853,50,2975.83
2024-10-08,CAM006032,1357.65,52164,1182,65,4121.99
2024-10-09,CAM006032,1199.97,46105,1044,41,3643.24
2024-10-10,CAM006032,706.98,27164,615,30,2146.49
2024-10-11,CAM006032,658.35,25295,573,29,1998.82
2024-10-12,CAM006032,1082.25,41583,942,42,3285.85
2024-10-13,CAM006032,1308.5,50276,1139,49,3972.78
2024-10-14,CAM006032,788.0,30277,686,36,2392.46
2024-10-15,CAM006032,1472.25,56567,1281,73,4469.92
2024-10-16,CAM006032,1286.85,49444,1120,60,3907.02
2024-10-17,CAM006032,1214.87,46678,1057,62,3688.5
2024-10-18,CAM006032,1077.53,41401,938,40,3271.52
2024-10-19,CAM006032,1437.47,55231,1251,69,4364.32
2024-10-20,CAM006032,1136.77,43677,989,49,3451.36
2024-10-21,CAM006032,1205.14,46304,1049,49,3658.94
2024-10-22,CAM006032,1432.97,55058,1247,73,4350.67
2024-10-23,CAM006032,1211.4,46545,1054,48,3677.95
2024-10-24,CAM006032,1125.65,43250,980,42,3417.61
2024-10-25,CAM006032,1626.42,62491,1416,95,4938.02
2024-10-26,CAM006032,1130.8,43448,984,46,3433.25
2024-10-27,CAM006032,1441.66,55392,1255,84,4377.07
2024-10-28,CAM006032,946.75,36376,824,42,2874.45
2024-10-29,CAM006032,1177.42,45239,1025,54,3574.78
2024-10-30,CAM006032,1284.83,49366,1118,95,3900.91
2024-10-31,CAM006032,1143.07,43919,995,66,3470.49
2024-11-01,CAM006032,968.5,37212,843,54,2940.48
2024-11-02,CAM006032,1469.86,56476,1279,81,4462.68
2024-11-03,CAM006032,1287.61,49473,1121,60,3909.34
2024-11-04,CAM006032,995.84,38262,867,32,3023.49
2024-10-09,CAM008056,3680.96,76245,1095,62,98364.75
2024-10-10,CAM008056,4456.84,92316,1326,39,119098.1
2024-10-11,CAM008056,5188.75,107476,1544,51,138656.56
2024-10-12,CAM008056,4662.38,96573,1387,48,124590.68
2024-10-13,CAM008056,5134.35,106349,1528,64,137202.92
2024-10-14,CAM008056,4699.63,97345,1398,62,125586.09
2024-10-15,CAM008056,6858.57,142064,2041,123,183278.43
2024-10-16,CAM008056,4495.32,93113,1338,74,120126.43
2024-10-17,CAM008056,5321.24,110221,1584,89,142197.22
2024-10-18,CAM008056,4123.39,85409,1227,56,110187.64
2024-10-19,CAM008056,5594.54,115882,1665,68,149500.4
2024-10-20,CAM008056,3756.12,77802,1118,67,100373.15
2024-10-21,CAM008056,3378.61,69982,1005,44,90285.04
2024-10-22,CAM008056,4285.15,88760,1275,58,114510.1
2024-10-23,CAM008056,6240.1,129253,1857,88,166751.4
2024-10-24,CAM008056,4712.01,97601,1402,77,125916.93
2024-10-25,CAM008056,4588.15,95036,1365,82,122607.11
2024-10-26,CAM008056,5661.37,117266,1685,108,151286.3
2024-10-27,CAM008056,5566.56,115302,1657,85,148752.81
2024-10-28,CAM008056,3130.39,64841,931,37,83652.1
2024-10-29,CAM008056,5630.67,116630,1676,73,150465.85
2024-10-30,CAM008056,4645.65,96227,1382,70,124143.61
2024-10-31,CAM008056,4415.05,91450,1314,92,117981.44
2024-11-01,CAM008056,3285.75,68059,978,61,87803.64
2024-11-02,CAM008056,5902.35,122257,1756,78,157725.94
2024-11-03,CAM008056,6850.75,141902,2039,81,183069.63
2024-11-04,CAM008056,6180.33,128015,1839,77,165154.11
2024-11-05,CAM008056,4642.25,96156,1381,79,124052.78
2024-11-06,CAM008056,5032.6,104242,1498,87,134483.83
2024-11-07,CAM008056,5335.76,110521,1588,74,142585.2
2024-11-08,CAM008056,5286.19,109495,1573,87,141260.5
2024-11-09,CAM008056,5275.78,109279,1570,87,140982.37
2024-11-10,CAM008056,5448.66,112860,1621,79,145602.04
2024-11-11,CAM008056,5598.51,115964,1666,71,149606.47
2024-11-12,CAM008056,3780.46,78306,1125,60,101023.62
2024-11-13,CAM008056,3511.72,72739,1045,59,93842.25
2024-11-14,CAM008056,7374.94,152760,2195,125,197077.26
2024-11-15,CAM008056,7340.89,152054,2185,93,196167.23
2024-11-16,CAM008056,4003.01,82916,1191,61,106970.64
2024-11-17,CAM008056,7005.96,145117,2085,100,187217.21
2024-11-18,CAM008056,6961.61,144198,2072,184,186031.89
2024-11-19,CAM008056,3098.41,64178,922,52,82797.41
2024-11-20,CAM008056,6762.85,140081,2013,141,180720.71
2024-11-21,CAM008056,4101.3,84951,1220,49,109597.16
2024-11-22,CAM008056,4403.63,91214,1310,72,117676.29
2024-11-23,CAM008056,5487.8,113671,1633,109,146648.08
2024-11-24,CAM008056,6462.7,133864,1923,106,172699.99
2024-11-25,CAM008056,5171.47,107118,1539,85,138194.84
2024-11-26,CAM008056,5211.02,107938,1551,75,139251.77
2024-11-27,CAM008056,4594.5,95167,1367,73,122776.76
2024-11-28,CAM008056,6702.32,138828,1995,87,179103.15
2024-11-29,CAM008056,4531.59,93864,1348,70,121095.64
2024-11-30,CAM008056,7182.56,148775,2138,75,191936.4
2024-12-01,CAM008056,7159.82,148304,2131,97,191328.72
2024-12-02,CAM008056,7437.0,154045,2213,85,198735.77
2024-12-03,CAM008056,7103.15,147130,2114,129,189814.35
2024-12-04,CAM008056,9234.8,191284,2748,115,246777.43
2024-12-05,CAM008056,6210.75,128645,1848,93,165967.17
2024-12-06,CAM008056,5248.89,108722,1562,80,140263.78
2024-12-07,CAM008056,9598.36,198815,2857,133,256492.85
2026-03-27,CAM008245,612.52,9762,203,9,597.12
2026-03-28,CAM008245,840.44,13394,279,11,819.3
2026-03-29,CAM008245,681.82,10866,226,14,664.68
2026-03-30,CAM008245,875.05,13946,290,12,853.04
2026-03-31,CAM008245,750.45,11960,249,21,731.58
2026-04-01,CAM008245,1093.13,17422,363,16,1065.64
2026-04-02,CAM008245,816.3,13010,271,20,795.77
2026-04-03,CAM008245,1071.25,17073,355,13,1044.31
2026-04-04,CAM008245,830.0,13228,275,16,809.13
2026-04-05,CAM008245,1202.82,19170,399,22,1172.58
2026-04-06,CAM008245,940.0,14981,312,13,916.36
2026-04-07,CAM008245,1224.81,19521,406,20,1194.01
2026-04-08,CAM008245,1186.2,18905,393,24,1156.37
2026-04-09,CAM008245,1055.34,16819,350,17,1028.8
2026-04-10,CAM008245,873.82,13926,290,14,851.85
2026-04-11,CAM008245,1337.87,21322,444,20,1304.22
2026-04-12,CAM008245,986.92,15729,327,18,962.11
2026-04-13,CAM008245,1334.4,21267,443,24,1300.85
2026-04-14,CAM008245,946.35,15082,314,14,922.55
2026-04-15,CAM008245,1527.65,24347,507,24,1489.24
2026-04-16,CAM008245,761.31,12133,252,15,742.16
2026-04-17,CAM008245,1009.56,16090,335,14,984.17
2026-04-18,CAM008245,1040.96,16590,345,19,1014.79
2026-04-19,CAM008245,1184.44,18877,393,18,1154.66
2026-04-20,CAM008245,1031.97,16447,342,24,1006.01
2026-04-21,CAM008245,983.0,15667,326,19,958.28
2026-04-22,CAM008245,879.09,14010,291,13,856.98
2026-04-23,CAM008245,863.8,13767,286,11,842.08
2026-04-24,CAM008245,679.32,10826,225,13,662.24
2026-04-25,CAM008245,1145.25,18252,380,20,1116.45
2026-04-26,CAM008245,794.84,12668,263,20,774.86
2026-04-27,CAM008245,717.6,11437,238,10,699.56
2026-04-28,CAM008245,829.8,13225,275,12,808.93
2026-04-29,CAM008245,1103.21,17582,366,17,1075.47
2026-04-30,CAM008245,746.35,11895,247,14,727.58
2026-05-01,CAM008245,799.93,12749,265,11,779.82
2026-05-02,CAM008245,767.62,12234,254,14,748.31
2026-05-03,CAM008245,813.83,12970,270,10,793.37
2026-05-04,CAM008245,1235.03,19683,410,26,1203.97
2026-05-05,CAM008245,979.17,15605,325,12,954.54
2026-05-06,CAM008245,1055.73,16826,350,15,1029.19
2026-05-07,CAM008245,840.4,13394,279,15,819.27
2026-05-08,CAM008245,1420.87,22645,471,29,1385.14
2026-05-09,CAM008245,1356.45,21619,450,21,1322.34
2026-05-10,CAM008245,1057.77,16858,351,22,1031.17
2026-05-11,CAM008245,929.56,14815,308,11,906.19
2026-05-12,CAM008245,648.06,10328,215,9,631.76
2026-05-13,CAM008245,1052.45,16773,349,14,1025.99
2026-05-14,CAM008245,1081.76,17241,359,24,1054.55
2026-05-15,CAM008245,681.98,10869,226,17,664.83
2026-05-16,CAM008245,1079.31,17202,358,14,1052.17
2026-05-17,CAM008245,1248.56,19899,414,18,1217.16
2026-05-18,CAM008245,1506.28,24006,500,22,1468.4
2026-05-19,CAM008245,816.91,13019,271,16,796.36
2026-05-20,CAM008245,1025.95,16351,340,13,1000.15
2026-05-21,CAM008245,903.99,14407,300,16,881.26
2026-05-22,CAM008245,902.36,14381,299,23,879.67
2026-05-23,CAM008245,867.17,13820,287,16,845.36
2026-05-24,CAM008245,1715.33,27338,569,28,1672.2
2026-05-25,CAM008245,769.51,12264,255,13,750.16
2024-09-24,CAM004943,359.36,11385,72,2,907.23
2024-09-25,CAM004943,309.82,9815,62,1,782.16
2024-09-26,CAM004943,564.74,17891,114,5,1425.71
2024-09-27,CAM004943,429.71,13613,87,4,1084.82
2024-09-28,CAM004943,345.96,10960,70,4,873.39
2024-09-29,CAM004943,557.57,17664,112,6,1407.61
2024-09-30,CAM004943,395.86,12541,80,3,999.38
2024-10-01,CAM004943,530.8,16816,107,6,1340.04
2024-10-02,CAM004943,529.64,16779,107,5,1337.1
2024-10-03,CAM004943,396.1,12549,80,3,999.99
2024-10-04,CAM004943,410.32,12999,83,3,1035.87
2024-10-05,CAM004943,511.72,16212,103,5,1291.86
2024-10-06,CAM004943,430.99,13654,87,4,1088.06
2024-10-07,CAM004943,592.34,18766,119,6,1495.4
2024-10-08,CAM004943,325.85,10323,65,2,822.63
2024-10-09,CAM004943,446.98,14161,90,5,1128.42
2024-10-10,CAM004943,432.84,13713,87,4,1092.72
2024-10-11,CAM004943,445.2,14104,90,5,1123.94
2024-10-12,CAM004943,503.31,15945,101,4,1270.63
2024-10-13,CAM004943,865.07,27407,175,10,2183.9
2024-10-14,CAM004943,536.62,17001,108,4,1354.71
2024-10-15,CAM004943,488.53,15477,98,4,1233.31
2024-10-16,CAM004943,517.62,16399,104,4,1306.77
2024-10-17,CAM004943,392.01,12419,79,6,989.65
2024-10-18,CAM004943,498.06,15779,100,4,1257.39
2024-10-19,CAM004943,449.73,14248,91,4,1135.36
2024-10-20,CAM004943,441.7,13993,89,3,1115.09
2024-10-21,CAM004943,467.85,14822,94,6,1181.12
2024-10-22,CAM004943,321.47,10184,65,2,811.58
2024-10-23,CAM004943,400.57,12690,81,3,1011.26
2024-10-24,CAM004943,419.1,13277,84,4,1058.05
2024-10-25,CAM004943,423.95,13431,85,4,1070.27
2024-10-26,CAM004943,556.11,17618,112,5,1403.93
2024-10-27,CAM004943,548.88,17389,111,3,1385.68
2024-10-28,CAM004943,469.11,14862,94,3,1184.28
2024-10-29,CAM004943,403.59,12786,81,4,1018.9
2024-10-30,CAM004943,494.89,15679,100,4,1249.37
2024-10-31,CAM004943,393.95,12481,79,4,994.56
2024-11-01,CAM004943,765.88,24264,155,8,1933.52
2024-11-02,CAM004943,740.26,23452,149,6,1868.82
2024-11-03,CAM004943,481.24,15246,97,5,1214.91
2024-11-04,CAM004943,847.14,26839,171,7,2138.66
2024-11-05,CAM004943,462.9,14665,93,6,1168.61
2024-11-06,CAM004943,403.27,12776,81,3,1018.09
2024-11-07,CAM004943,709.21,22469,143,7,1790.43
2024-11-08,CAM004943,356.15,11283,72,2,899.13
2024-11-09,CAM004943,408.68,12947,82,4,1031.73
2024-11-10,CAM004943,488.25,15468,98,6,1232.62
2024-11-11,CAM004943,469.18,14864,94,4,1184.46
2024-11-12,CAM004943,408.79,12951,82,4,1032.0
2024-11-13,CAM004943,545.71,17289,110,5,1377.66
2024-11-14,CAM004943,645.5,20450,130,5,1629.59
2024-11-15,CAM004943,453.03,14352,91,4,1143.7
2024-11-16,CAM004943,734.18,23260,148,6,1853.49
2024-11-17,CAM004943,602.82,19098,122,7,1521.85
2024-11-18,CAM004943,701.03,22209,141,5,1769.78
2024-11-19,CAM004943,474.01,15017,95,5,1196.66
2024-11-20,CAM004943,437.37,13856,88,5,1104.17
2024-11-21,CAM004943,704.58,22322,142,8,1778.75
2024-11-22,CAM004943,460.49,14589,93,4,1162.52
2025-01-03,CAM000772,404.56,15496,246,13,1116.81
2025-01-04,CAM000772,363.18,13911,221,12,1002.59
2025-01-05,CAM000772,492.66,18871,300,18,1360.04
2025-01-06,CAM000772,368.01,14097,224,7,1015.93
2025-01-07,CAM000772,353.29,13532,215,8,975.27
2025-01-08,CAM000772,402.06,15401,245,10,1109.93
2025-01-09,CAM000772,346.23,13262,211,9,955.8
2025-01-10,CAM000772,503.82,19299,307,18,1390.85
2025-01-11,CAM000772,389.51,14920,237,14,1075.26
2025-01-12,CAM000772,468.38,17941,285,17,1293.0
2025-01-13,CAM000772,224.23,8589,136,11,619.01
2025-01-14,CAM000772,466.17,17856,284,13,1286.89
2025-01-15,CAM000772,438.43,16794,267,12,1210.32
2025-01-16,CAM000772,459.59,17604,280,15,1268.73
2025-01-17,CAM000772,270.9,10376,165,7,747.83
2025-01-18,CAM000772,548.06,20993,334,13,1512.97
2025-01-19,CAM000772,417.2,15981,254,17,1151.72
2025-01-20,CAM000772,461.89,17693,281,13,1275.09
2025-01-21,CAM000772,335.24,12841,204,7,925.47
2025-01-22,CAM000772,429.93,16468,262,12,1186.87
2025-01-23,CAM000772,384.5,14728,234,20,1061.44
2025-01-24,CAM000772,375.49,14383,229,13,1036.56
2025-01-25,CAM000772,480.05,18388,292,13,1325.23
2025-01-26,CAM000772,383.39,14686,233,9,1058.39
2025-01-27,CAM000772,312.98,11988,190,9,864.0
2025-01-28,CAM000772,350.88,13440,214,9,968.63
2025-01-29,CAM000772,339.19,12992,206,8,936.35
2025-01-30,CAM000772,331.65,12704,202,12,915.56
2025-01-31,CAM000772,411.59,15766,251,12,1136.22
2025-02-01,CAM000772,294.51,11281,179,11,813.01
2025-02-02,CAM000772,408.34,15641,249,14,1127.25
2025-02-03,CAM000772,261.98,10035,159,9,723.23
2025-02-04,CAM000772,269.96,10341,164,8,745.25
2025-02-05,CAM000772,324.36,12424,197,9,895.41
2025-02-06,CAM000772,343.78,13168,209,8,949.03
2025-02-07,CAM000772,339.7,13012,207,10,937.78
2025-02-08,CAM000772,423.26,16213,258,13,1168.45
2025-02-09,CAM000772,490.11,18774,299,16,1353.0
2025-02-10,CAM000772,414.47,15876,252,15,1144.17
2025-02-11,CAM000772,382.71,14660,233,20,1056.52
2025-02-12,CAM000772,435.49,16681,265,12,1202.2
2025-02-13,CAM000772,394.21,15100,240,15,1088.26
2025-02-14,CAM000772,293.15,11229,178,6,809.27
2025-02-15,CAM000772,408.12,15633,249,7,1126.66
2025-02-16,CAM000772,365.57,14003,223,11,1009.19
2025-02-17,CAM000772,403.44,15454,246,9,1113.73
2025-02-18,CAM000772,583.81,22363,356,18,1611.66
2025-02-19,CAM000772,305.75,11711,186,11,844.05
2025-02-20,CAM000772,330.38,12655,201,12,912.05
2025-02-21,CAM000772,500.49,19171,305,14,1381.64
2025-02-22,CAM000772,416.55,15956,254,15,1149.91
2025-02-23,CAM000772,427.93,16392,261,15,1181.33
2025-02-24,CAM000772,338.28,12958,206,17,933.86
2025-02-25,CAM000772,325.56,12470,198,10,898.73
2025-02-26,CAM000772,315.89,12100,192,8,872.04
2025-02-27,CAM000772,373.63,14312,227,9,1031.44
2025-02-28,CAM000772,207.13,7934,126,7,571.79
2025-03-01,CAM000772,299.08,11456,182,12,825.65
2025-03-02,CAM000772,422.79,16195,257,9,1167.16
2025-03-03,CAM000772,353.93,13557,215,13,977.06
2026-06-07,CAM000589,510.84,18189,78,3,1412.03
2026-06-08,CAM000589,435.39,15502,66,2,1203.49
2026-06-09,CAM000589,451.33,16070,69,2,1247.53
2026-06-10,CAM000589,468.71,16689,71,3,1295.59
2026-06-11,CAM000589,520.73,18541,79,3,1439.37
2026-06-12,CAM000589,431.54,15365,66,2,1192.85
2026-06-13,CAM000589,617.95,22003,94,5,1708.11
2026-06-14,CAM000589,779.76,27764,119,6,2155.39
2026-06-15,CAM000589,473.59,16862,72,4,1309.07
2026-06-16,CAM000589,482.28,17172,73,4,1333.11
2026-06-17,CAM000589,443.52,15792,67,2,1225.95
2026-06-18,CAM000589,312.16,11115,47,2,862.86
2026-06-19,CAM000589,453.1,16133,69,3,1252.43
2026-06-20,CAM000589,483.86,17228,74,2,1337.46
2026-06-21,CAM000589,704.98,25101,107,5,1948.68
2026-06-22,CAM000589,487.58,17360,74,3,1347.74
2026-06-23,CAM000589,521.66,18574,79,3,1441.96
2026-06-24,CAM000589,371.21,13217,56,3,1026.08
2026-06-25,CAM000589,430.63,15333,65,3,1190.32
2026-06-26,CAM000589,396.37,14113,60,2,1095.63
2026-06-27,CAM000589,570.89,20327,87,4,1578.03
2026-06-28,CAM000589,514.97,18336,78,3,1423.46
2026-06-29,CAM000589,375.88,13383,57,3,1039.0
2026-06-30,CAM000589,341.0,12141,52,1,942.57
2026-07-01,CAM000589,344.15,12254,52,4,951.29
2026-07-02,CAM000589,441.87,15733,67,3,1221.41
2026-07-03,CAM000589,351.51,12516,53,2,971.64
2026-07-04,CAM000589,687.92,24494,105,6,1901.53
2026-07-05,CAM000589,350.25,12471,53,2,968.14
2026-07-06,CAM000589,664.95,23676,101,5,1838.02
2026-07-07,CAM000589,351.75,12524,53,2,972.28
2026-07-08,CAM000589,475.98,16948,72,5,1315.68
2026-07-09,CAM000589,393.32,14004,60,3,1087.19
2026-07-10,CAM000589,365.84,13026,55,2,1011.23
2026-07-11,CAM000589,572.87,20397,87,3,1583.5
2026-07-12,CAM000589,568.39,20238,86,6,1571.12
2026-07-13,CAM000589,488.35,17388,74,4,1349.87
2026-07-14,CAM000589,343.99,12248,52,2,950.84
2026-07-15,CAM000589,301.87,10748,46,2,834.4
2026-07-16,CAM000589,489.88,17442,74,3,1354.09
2026-07-17,CAM000589,456.5,16254,69,4,1261.83
2026-07-18,CAM000589,472.38,16819,72,4,1305.74
2026-07-19,CAM000589,507.75,18079,77,4,1403.49
2026-07-20,CAM000589,448.21,15959,68,4,1238.92
2026-07-21,CAM000589,367.18,13074,56,3,1014.94
2026-07-22,CAM000589,433.23,15425,66,3,1197.51
2026-07-23,CAM000589,484.25,17242,74,3,1338.55
2026-07-24,CAM000589,603.55,21490,92,3,1668.31
2026-07-25,CAM000589,592.63,21101,90,5,1638.12
2026-07-26,CAM000589,571.62,20353,87,5,1580.06
2026-07-27,CAM000589,352.57,12553,53,2,974.56
2026-07-28,CAM000589,495.75,17652,75,3,1370.34
2026-07-29,CAM000589,427.6,15225,65,3,1181.95
2026-07-30,CAM000589,372.64,13268,57,3,1030.04
2026-07-31,CAM000589,517.55,18428,79,3,1430.58
2026-08-01,CAM000589,474.9,16909,72,2,1312.7
2026-08-02,CAM000589,491.07,17485,75,3,1357.4
2026-08-03,CAM000589,531.35,18919,81,3,1468.72
2026-08-04,CAM000589,656.13,23362,100,2,1813.66
2026-08-05,CAM000589,480.09,17094,73,3,1327.05
2025-03-28,CAM007866,68.72,5640,85,4,209.76
2025-03-29,CAM007866,89.79,7369,112,7,274.07
2025-03-30,CAM007866,85.35,7004,106,5,260.49
2025-03-31,CAM007866,89.63,7356,111,3,273.58
2025-04-01,CAM007866,113.34,9302,141,6,345.94
2025-04-02,CAM007866,84.87,6966,106,4,259.05
2025-04-03,CAM007866,66.73,5477,83,3,203.68
2025-04-04,CAM007866,106.82,8767,133,7,326.05
2025-04-05,CAM007866,156.69,12860,195,9,478.24
2025-04-06,CAM007866,98.11,8052,122,7,299.46
2025-04-07,CAM007866,94.67,7770,118,6,288.96
2025-04-08,CAM007866,75.43,6190,94,5,230.21
2025-04-09,CAM007866,140.57,11537,175,11,429.05
2025-04-10,CAM007866,139.99,11490,174,7,427.29
2025-04-11,CAM007866,73.54,6035,91,4,224.46
2025-04-12,CAM007866,82.04,6733,102,7,250.39
2025-04-13,CAM007866,104.64,8588,130,4,319.38
2025-04-14,CAM007866,89.51,7346,111,6,273.21
2025-04-15,CAM007866,88.79,7287,110,5,271.01
2025-04-16,CAM007866,101.67,8344,127,4,310.32
2025-04-17,CAM007866,90.49,7426,113,3,276.18
2025-04-18,CAM007866,104.47,8574,130,7,318.87
2025-04-19,CAM007866,104.81,8602,130,6,319.91
2025-04-20,CAM007866,93.12,7643,116,6,284.23
2025-04-21,CAM007866,104.78,8600,130,6,319.81
2025-04-22,CAM007866,100.74,8268,125,8,307.49
2025-04-23,CAM007866,90.09,7394,112,5,274.97
2025-04-24,CAM007866,86.36,7087,107,4,263.57
2025-04-25,CAM007866,79.67,6538,99,5,243.17
2025-04-26,CAM007866,89.47,7343,111,7,273.07
2025-04-27,CAM007866,67.04,5502,83,4,204.63
2025-04-28,CAM007866,91.83,7536,114,5,280.27
2025-04-29,CAM007866,85.23,6995,106,4,260.14
2025-04-30,CAM007866,95.87,7868,119,8,292.61
2025-05-01,CAM007866,63.81,5236,79,3,194.75
2025-05-02,CAM007866,125.56,10305,156,9,383.23
2025-05-03,CAM007866,96.82,7946,120,5,295.51
2025-05-04,CAM007866,97.15,7973,121,7,296.53
2025-05-05,CAM007866,74.94,6150,93,5,228.72
2025-05-06,CAM007866,99.56,8171,124,6,303.87
2025-05-07,CAM007866,71.02,5828,88,4,216.75
2025-05-08,CAM007866,85.81,7042,107,5,261.9
2025-05-09,CAM007866,88.29,7246,110,3,269.47
2025-05-10,CAM007866,93.16,7645,116,5,284.33
2025-05-11,CAM007866,126.54,10386,158,8,386.24
2025-05-12,CAM007866,98.08,8049,122,7,299.34
2025-05-13,CAM007866,89.65,7357,112,6,273.62
2025-05-14,CAM007866,87.34,7168,109,5,266.58
2025-05-15,CAM007866,119.16,9780,148,5,363.71
2025-05-16,CAM007866,78.62,6452,98,5,239.97
2025-05-17,CAM007866,124.36,10207,155,8,379.58
2025-05-18,CAM007866,121.35,9959,151,6,370.38
2025-05-19,CAM007866,101.93,8365,127,5,311.09
2025-05-20,CAM007866,93.37,7662,116,6,284.97
2025-05-21,CAM007866,97.47,8000,121,7,297.5
2025-05-22,CAM007866,92.56,7596,115,6,282.5
2025-05-23,CAM007866,69.73,5723,87,4,212.83
2025-05-24,CAM007866,114.55,9401,143,9,349.64
2025-05-25,CAM007866,89.58,7352,111,5,273.42
2025-05-26,CAM007866,81.2,6664,101,6,247.84
2026-06-07,CAM007092,1255.6,42074,834,36,3187.0
2026-06-08,CAM007092,1782.5,59731,1184,69,4524.4
2026-06-09,CAM007092,1486.06,49797,987,44,3771.96
2026-06-10,CAM007092,1010.19,33851,671,43,2564.09
2026-06-11,CAM007092,1309.42,43878,869,50,3323.6
2026-06-12,CAM007092,1556.06,52142,1033,60,3949.62
2026-06-13,CAM007092,1606.66,53838,1067,43,4078.07
2026-06-14,CAM007092,1090.08,36528,724,30,2766.86
2026-06-15,CAM007092,1016.22,34053,675,29,2579.39
2026-06-16,CAM007092,1242.37,41631,825,35,3153.41
2026-06-17,CAM007092,994.34,33320,660,40,2523.86
2026-06-18,CAM007092,1000.59,33529,664,29,2539.73
2026-06-19,CAM007092,1161.47,38920,771,25,2948.07
2026-06-20,CAM007092,1151.06,38571,764,34,2921.64
2026-06-21,CAM007092,1177.59,39460,782,30,2989.0
2026-06-22,CAM007092,1059.28,35496,703,45,2688.69
2026-06-23,CAM007092,1082.42,36271,718,36,2747.43
2026-06-24,CAM007092,1533.05,51372,1018,43,3891.23
2026-06-25,CAM007092,1103.06,36963,732,49,2799.83
2026-06-26,CAM007092,1121.15,37569,744,49,2845.72
2026-06-27,CAM007092,1093.38,36638,726,33,2775.24
2026-06-28,CAM007092,1360.59,45592,903,31,3453.48
2026-06-29,CAM007092,1125.97,37730,747,38,2857.96
2026-06-30,CAM007092,1187.76,39801,788,37,3014.8
2026-07-01,CAM007092,1859.74,62319,1235,49,4720.43
2026-07-02,CAM007092,1786.64,59869,1186,74,4534.89
2026-07-03,CAM007092,1304.58,43716,866,38,3311.32
2026-07-04,CAM007092,866.25,29027,575,24,2198.75
2026-07-05,CAM007092,1631.36,54666,1083,41,4140.75
2026-07-06,CAM007092,1058.42,35467,703,39,2686.52
2026-07-07,CAM007092,974.68,32661,647,24,2473.95
2026-07-08,CAM007092,1045.42,35031,694,35,2653.52
2026-07-09,CAM007092,1608.28,53892,1068,65,4082.18
2026-07-10,CAM007092,1313.68,44020,872,60,3334.41
2026-07-11,CAM007092,1069.68,35844,710,39,2715.08
2026-07-12,CAM007092,1626.99,54519,1080,41,4129.68
2026-07-13,CAM007092,1106.77,37087,735,39,2809.23
2026-07-14,CAM007092,1107.11,37099,735,34,2810.11
2026-07-15,CAM007092,1421.71,47640,944,63,3608.61
2026-07-16,CAM007092,924.17,30968,613,40,2345.76
2026-07-17,CAM007092,1005.0,33677,667,31,2550.93
2026-07-18,CAM007092,1561.62,52329,1037,61,3963.75
2026-07-19,CAM007092,998.21,33449,663,44,2533.67
2026-07-20,CAM007092,1092.69,36615,725,43,2773.5
2026-07-21,CAM007092,1491.35,49974,990,56,3785.38
2026-07-22,CAM007092,1087.78,36451,722,33,2761.03
2026-07-23,CAM007092,1139.6,38187,756,27,2892.56
2026-07-24,CAM007092,1184.67,39697,786,36,3006.95
2026-07-25,CAM007092,1255.63,42075,834,35,3187.07
2026-07-26,CAM007092,1265.33,42400,840,52,3211.69
2026-07-27,CAM007092,1392.63,46666,925,69,3534.8
2026-07-28,CAM007092,1122.63,37618,745,32,2849.49
2026-07-29,CAM007092,969.78,32496,644,34,2461.51
2026-07-30,CAM007092,1221.39,40928,811,49,3100.16
2026-07-31,CAM007092,873.97,29286,580,25,2218.34
2026-08-01,CAM007092,1209.9,40543,803,39,3070.99
2026-08-02,CAM007092,1261.16,42261,837,45,3201.12
2026-08-03,CAM007092,1839.35,61636,1221,45,4668.69
2026-08-04,CAM007092,1071.48,35904,711,29,2719.65
2026-08-05,CAM007092,1052.9,35282,699,51,2672.5
2025-12-22,CAM005140,1676.69,36895,320,13,4680.28
2025-12-23,CAM005140,1092.49,24040,208,6,3049.55
2025-12-24,CAM005140,1228.47,27032,234,9,3429.13
2025-12-25,CAM005140,1106.08,24339,211,11,3087.49
2025-12-26,CAM005140,1155.45,25425,220,9,3225.3
2025-12-27,CAM005140,1636.16,36003,312,16,4567.14
2025-12-28,CAM005140,1796.77,39537,343,14,5015.48
2025-12-29,CAM005140,1649.01,36286,315,21,4603.03
2025-12-30,CAM005140,1139.43,25073,217,9,3180.58
2025-12-31,CAM005140,1246.77,27435,238,10,3480.23
2026-01-01,CAM005140,1346.17,29622,257,13,3757.68
