PurchaseID,CustomerID,CampaignID,PurchaseDate,PurchaseAmount,DiscountApplied,NetAmount,PaymentMethod,PurchaseStatus,ProfitMargin
PUR007499,CUST01814,CAM005502,2026-07-07,817.29,0.13,711.04,Debit Card,Completed,0.388
PUR007500,CUST04442,CAM001443,2026-01-09,708.4,0.0,708.4,Credit Card,Completed,0.23
PUR007501,CUST03707,CAM001281,2025-12-04,2768.25,0.0,2768.25,Apple Pay,Pending,0.448
PUR007502,CUST02164,CAM004717,2026-02-21,835.68,0.11,743.76,Debit Card,Completed,0.251
PUR007503,CUST01294,CAM001506,2025-09-25,1011.21,0.18,829.19,PayPal,Completed,0.433
PUR007504,CUST00639,CAM004413,2025-10-08,850.01,0.2,680.01,PayPal,Completed,0.303
PUR007505,CUST00428,CAM004239,2025-01-05,704.82,0.02,690.72,PayPal,Completed,0.223
PUR007506,CUST01853,CAM007702,2026-08-21,518.24,0.0,518.24,Debit Card,Completed,0.354
PUR007507,CUST00130,CAM007880,2026-03-21,727.97,0.0,727.97,Google Pay,Completed,0.287
PUR007508,CUST04622,CAM005529,2025-05-20,297.15,0.0,297.15,Google Pay,Completed,0.265
PUR007509,CUST02265,CAM008008,2026-07-09,793.14,0.0,793.14,Google Pay,Completed,0.307
PUR007510,CUST00245,CAM007430,2026-01-21,349.09,0.0,349.09,PayPal,Completed,0.363
PUR007511,CUST04345,CAM008916,2026-02-14,193.96,0.0,193.96,Google Pay,Refunded,0.321
PUR007512,CUST03907,CAM009852,2025-02-23,547.5,0.0,547.5,Debit Card,Completed,0.422
PUR007513,CUST03884,CAM003790,2025-02-04,211.29,0.0,211.29,Google Pay,Completed,0.364
PUR007514,CUST03749,CAM005409,2025-06-18,1295.94,0.01,1282.98,Apple Pay,Completed,0.304
PUR007515,CUST03200,CAM006716,2025-04-08,1452.92,0.0,1452.92,Apple Pay,Pending,0.334
PUR007516,CUST04541,CAM009335,2025-09-15,611.53,0.01,605.41,Credit Card,Completed,0.42
PUR007517,CUST03817,CAM009956,2025-12-02,400.58,0.0,400.58,Apple Pay,Completed,0.329
PUR007518,CUST04141,CAM008226,2025-12-07,255.7,0.03,248.03,PayPal,Completed,0.262
PUR007519,CUST02750,CAM002840,2025-05-26,577.19,0.16,484.84,Debit Card,Cancelled,0.245
PUR007520,CUST04852,CAM007233,2024-08-18,2292.21,0.2,1833.77,Google Pay,Completed,0.318
PUR007521,CUST03965,CAM009928,2024-12-26,237.44,0.11,211.32,Debit Card,Completed,0.449
PUR007522,CUST02259,CAM009484,2025-12-03,731.61,0.0,731.61,Debit Card,Completed,0.229
PUR007523,CUST00972,CAM006389,2024-11-10,877.34,0.16,736.97,Debit Card,Completed,0.406
PUR007524,CUST03190,CAM005319,2025-07-02,1082.41,0.0,1082.41,PayPal,Completed,0.266
PUR007525,CUST02112,CAM007835,2025-09-28,920.52,0.0,920.52,Credit Card,Completed,0.209
PUR007526,CUST01866,CAM001424,2026-04-28,1514.86,0.0,1514.86,Debit Card,Completed,0.206
PUR007527,CUST01151,CAM003174,2026-04-19,145.8,0.2,116.64,PayPal,Completed,0.222
PUR007528,CUST02336,CAM001032,2026-02-23,1478.56,0.0,1478.56,Google Pay,Completed,0.366
PUR007529,CUST03700,CAM005240,2025-07-22,445.93,0.0,445.93,PayPal,Completed,0.405
PUR007530,CUST00206,CAM001950,2025-09-25,505.45,0.0,505.45,Credit Card,Cancelled,0.286
PUR007531,CUST01011,CAM000322,2025-07-19,233.59,0.0,233.59,PayPal,Completed,0.439
PUR007532,CUST00139,CAM003759,2025-01-18,204.59,0.05,194.36,Debit Card,Completed,0.398
PUR007533,CUST01356,CAM004401,2026-08-13,422.05,0.0,422.05,PayPal,Completed,0.36
PUR007534,CUST01044,CAM009599,2026-02-08,108.82,0.05,103.38,Debit Card,Completed,0.209
PUR007535,CUST00716,CAM007824,2026-08-16,516.67,0.13,449.5,Debit Card,Refunded,0.219
PUR007536,CUST02652,CAM000519,2024-10-16,1354.76,0.0,1354.76,Credit Card,Completed,0.246
PUR007537,CUST02645,CAM002295,2026-05-22,971.28,0.16,815.88,Credit Card,Completed,0.401
PUR007538,CUST01035,CAM007238,2025-02-12,926.49,0.0,926.49,Credit Card,Completed,0.39
PUR007539,CUST04721,CAM003254,2026-06-21,98.74,0.0,98.74,Apple Pay,Completed,0.27
PUR007540,CUST04261,CAM009556,2024-11-24,252.86,0.0,252.86,Apple Pay,Completed,0.419
PUR007541,CUST01225,CAM005307,2024-10-26,1540.77,0.0,1540.77,Credit Card,Completed,0.447
PUR007542,CUST04254,CAM007920,2025-07-19,1119.83,0.0,1119.83,PayPal,Completed,0.327
PUR007543,CUST03979,CAM007087,2024-11-21,285.88,0.05,271.59,PayPal,Completed,0.308
PUR007544,CUST01976,CAM002179,2024-11-28,1803.8,0.0,1803.8,Credit Card,Completed,0.41
PUR007545,CUST00968,CAM006590,2026-04-22,1000.73,0.0,1000.73,Google Pay,Completed,0.426
PUR007546,CUST03858,CAM005301,2026-03-09,939.28,0.0,939.28,Debit Card,Completed,0.296
PUR007547,CUST02598,CAM006848,2024-09-01,956.29,0.0,956.29,Credit Card,Completed,0.315
PUR007548,CUST01597,CAM006045,2026-07-13,727.05,0.18,596.18,Credit Card,Refunded,0.252
PUR007549,CUST03152,CAM003782,2025-03-29,1123.74,0.0,1123.74,Credit Card,Completed,0.362
PUR007550,CUST01304,CAM003384,2025-03-22,68.88,0.0,68.88,Debit Card,Completed,0.311
PUR007551,CUST01700,CAM006906,2024-12-02,350.06,0.0,350.06,Debit Card,Completed,0.449
PUR007552,CUST04631,CAM008317,2026-01-14,738.56,0.24,561.31,PayPal,Completed,0.32
PUR007553,CUST04222,CAM009616,2025-05-06,614.99,0.0,614.99,Debit Card,Completed,0.212
PUR007554,CUST01756,CAM002961,2025-07-12,142.28,0.04,136.59,Credit Card,Completed,0.284
PUR007555,CUST04141,CAM006204,2024-11-16,2535.83,0.11,2256.89,PayPal,Completed,0.234
PUR007556,CUST00097,CAM003697,2026-08-29,551.09,0.0,551.09,Apple Pay,Completed,0.418
PUR007557,CUST00225,CAM008475,2026-05-13,182.75,0.17,151.68,PayPal,Completed,0.417
PUR007558,CUST03695,CAM008234,2024-08-29,4039.46,0.06,3797.09,Credit Card,Completed,0.436
PUR007559,CUST02765,CAM000673,2025-07-31,1852.95,0.0,1852.95,Credit Card,Completed,0.234
PUR007560,CUST02313,CAM003059,2026-05-18,675.09,0.0,675.09,PayPal,Completed,0.205
PUR007561,CUST04837,CAM005970,2025-11-01,331.96,0.09,302.08,Debit Card,Completed,0.436
PUR007562,CUST01992,CAM004973,2024-10-16,852.5,0.06,801.35,Google Pay,Completed,0.38
PUR007563,CUST00650,CAM003382,2025-08-23,483.76,0.0,483.76,Credit Card,Pending,0.347
PUR007564,CUST03092,CAM000606,2026-07-28,210.41,0.06,197.79,Apple Pay,Completed,0.328
PUR007565,CUST01782,CAM006544,2025-02-13,86.12,0.01,85.26,Debit Card,Completed,0.24
PUR007566,CUST01131,CAM009903,2026-03-02,1019.96,0.15,866.97,PayPal,Completed,0.278
PUR007567,CUST02692,CAM006427,2024-11-29,152.28,0.0,152.28,Debit Card,Completed,0.272
PUR007568,CUST02527,CAM000258,2026-03-04,650.5,0.0,650.5,Credit Card,Pending,0.394
PUR007569,CUST03416,CAM004033,2025-08-10,240.16,0.0,240.16,PayPal,Completed,0.229
PUR007570,CUST00990,CAM006743,2025-06-12,148.59,0.0,148.59,Credit Card,Completed,0.362
PUR007571,CUST00747,CAM005087,2025-09-15,155.96,0.0,155.96,Credit Card,Completed,0.44
PUR007572,CUST02692,CAM003114,2025-12-26,187.61,0.16,157.59,Debit Card,Completed,0.251
PUR007573,CUST04582,CAM004642,2025-09-23,629.09,0.0,629.09,Google Pay,Completed,0.317
PUR007574,CUST02713,CAM000400,2026-03-23,175.93,0.0,175.93,PayPal,Completed,0.381
PUR007575,CUST02586,CAM007582,2025-05-18,721.35,0.05,685.28,PayPal,Cancelled,0.236
PUR007576,CUST02208,CAM001984,2025-05-03,717.36,0.24,545.19,Debit Card,Pending,0.45
PUR007577,CUST01147,CAM001208,2025-05-25,1630.57,0.13,1418.6,Google Pay,Completed,0.379
PUR007578,CUST03220,CAM007838,2026-02-17,346.69,0.0,346.69,Apple Pay,Completed,0.415
PUR007579,CUST04470,CAM003866,2026-04-19,158.32,0.23,121.91,PayPal,Cancelled,0.391
PUR007580,CUST01138,CAM003605,2025-04-22,113.8,0.0,113.8,Debit Card,Completed,0.328
PUR007581,CUST03051,CAM006637,2026-05-14,2328.45,0.12,2049.04,Debit Card,Completed,0.221
PUR007582,CUST04371,CAM008061,2025-11-03,660.0,0.0,660.0,Debit Card,Completed,0.282
PUR007583,CUST04083,CAM006739,2024-11-25,499.34,0.0,499.34,Credit Card,Completed,0.239
PUR007584,CUST01402,CAM007502,2026-04-13,724.13,0.0,724.13,PayPal,Completed,0.262
PUR007585,CUST04996,CAM000660,2026-07-21,258.36,0.01,255.78,Debit Card,Completed,0.45
PUR007586,CUST00279,CAM008108,2025-03-15,169.66,0.0,169.66,Debit Card,Completed,0.296
PUR007587,CUST00250,CAM005752,2025-06-03,1367.97,0.0,1367.97,Apple Pay,Pending,0.267
PUR007588,CUST03021,CAM002140,2025-08-01,454.11,0.0,454.11,PayPal,Completed,0.227
PUR007589,CUST01077,CAM000074,2025-07-04,1648.62,0.0,1648.62,Credit Card,Cancelled,0.28
PUR007590,CUST01329,CAM007357,2024-12-18,730.82,0.0,730.82,Apple Pay,Completed,0.413
PUR007591,CUST03512,CAM001054,2026-06-09,974.47,0.0,974.47,Google Pay,Pending,0.284
PUR007592,CUST03656,CAM003894,2025-01-25,1400.43,0.0,1400.43,Debit Card,Pending,0.344
PUR007593,CUST04253,CAM001275,2026-06-13,808.55,0.0,808.55,Debit Card,Completed,0.352
PUR007594,CUST00346,CAM006111,2026-04-06,965.11,0.0,965.11,Credit Card,Completed,0.289
PUR007595,CUST02174,CAM001341,2025-03-23,1199.23,0.0,1199.23,Apple Pay,Completed,0.225
PUR007596,CUST04468,CAM001977,2025-05-03,352.84,0.0,352.84,Apple Pay,Pending,0.441
PUR007597,CUST01499,CAM005411,2025-03-01,93.95,0.08,86.43,Credit Card,Completed,0.317
PUR007598,CUST02029,CAM006492,2025-10-02,521.56,0.0,521.56,Debit Card,Completed,0.434
PUR007599,CUST04444,CAM004695,2025-07-25,151.85,0.0,151.85,Credit Card,Completed,0.351
PUR007600,CUST01524,CAM005691,2025-07-01,225.88,0.0,225.88,Debit Card,Completed,0.407
PUR007601,CUST01511,CAM004402,2025-06-08,394.51,0.05,374.78,PayPal,Completed,0.391
PUR007602,CUST02884,CAM004882,2026-01-27,138.79,0.0,138.79,Credit Card,Completed,0.255
PUR007603,CUST01473,CAM004524,2024-09-02,334.22,0.0,334.22,PayPal,Pending,0.284
PUR007604,CUST04696,CAM004648,2026-06-28,488.55,0.0,488.55,Google Pay,Completed,0.286
PUR007605,CUST03064,CAM007067,2024-12-04,343.04,0.0,343.04,Credit Card,Refunded,0.297
PUR007606,CUST02478,CAM003322,2025-01-03,1934.22,0.0,1934.22,PayPal,Completed,0.341
PUR007607,CUST00309,CAM001535,2025-03-29,462.59,0.0,462.59,Apple Pay,Completed,0.247
PUR007608,CUST01736,CAM005653,2024-12-09,781.26,0.1,703.13,PayPal,Completed,0.226
PUR007609,CUST00787,CAM006651,2026-03-21,440.11,0.0,440.11,Debit Card,Completed,0.378
PUR007610,CUST01845,CAM004661,2026-05-04,466.27,0.24,354.37,Credit Card,Completed,0.399
PUR007611,CUST03419,CAM006066,2024-11-24,470.88,0.0,470.88,Credit Card,Completed,0.357
PUR007612,CUST00954,CAM005737,2025-04-02,322.06,0.24,244.77,PayPal,Refunded,0.391
PUR007613,CUST00383,CAM001648,2025-12-09,76.62,0.21,60.53,Debit Card,Completed,0.278
PUR007614,CUST04933,CAM009747,2024-10-23,198.97,0.0,198.97,Credit Card,Completed,0.215
PUR007615,CUST04145,CAM000406,2024-10-31,250.14,0.0,250.14,Credit Card,Completed,0.39
PUR007616,CUST01676,CAM000563,2024-10-28,674.94,0.11,600.7,Debit Card,Completed,0.443
PUR007617,CUST01913,CAM000955,2024-10-12,602.57,0.0,602.57,Credit Card,Refunded,0.342
PUR007618,CUST00893,CAM007055,2025-08-24,869.38,0.0,869.38,Debit Card,Refunded,0.239
PUR007619,CUST03791,CAM002379,2025-04-14,1432.9,0.18,1174.98,Debit Card,Completed,0.302
PUR007620,CUST01941,CAM000214,2025-03-31,333.5,0.09,303.48,PayPal,Completed,0.213
PUR007621,CUST02365,CAM008348,2025-01-03,313.69,0.0,313.69,Google Pay,Completed,0.437
PUR007622,CUST00529,CAM005551,2025-06-08,429.14,0.0,429.14,Credit Card,Completed,0.332
PUR007623,CUST02982,CAM002126,2024-11-02,433.1,0.14,372.47,Credit Card,Pending,0.382
PUR007624,CUST01045,CAM001129,2025-03-02,1081.75,0.0,1081.75,Google Pay,Completed,0.244
PUR007625,CUST00704,CAM002989,2026-03-28,447.48,0.0,447.48,Credit Card,Completed,0.401
PUR007626,CUST04449,CAM000208,2026-03-22,132.8,0.22,103.58,Debit Card,Completed,0.437
PUR007627,CUST02311,CAM007264,2024-09-21,522.41,0.0,522.41,Apple Pay,Completed,0.366
PUR007628,CUST04386,CAM002228,2025-09-14,1030.05,0.0,1030.05,Debit Card,Completed,0.251
PUR007629,CUST01642,CAM008350,2026-07-27,184.1,0.0,184.1,Credit Card,Completed,0.203
PUR007630,CUST03511,CAM001407,2024-11-15,67.14,0.01,66.47,Apple Pay,Pending,0.305
PUR007631,CUST04207,CAM001863,2025-07-31,1301.32,0.17,1080.1,Credit Card,Cancelled,0.265
PUR007632,CUST00531,CAM003700,2025-09-14,478.4,0.0,478.4,Debit Card,Pending,0.343
PUR007633,CUST04209,CAM007339,2025-06-22,661.7,0.0,661.7,PayPal,Completed,0.296
PUR007634,CUST00950,CAM009553,2025-11-13,436.93,0.0,436.93,PayPal,Completed,0.444
PUR007635,CUST04170,CAM007313,2025-04-13,459.13,0.11,408.63,Credit Card,Completed,0.218
PUR007636,CUST02750,CAM007816,2025-09-30,374.0,0.03,362.78,Apple Pay,Pending,0.222
PUR007637,CUST03702,CAM000976,2026-04-10,406.04,0.0,406.04,PayPal,Completed,0.424
PUR007638,CUST01006,CAM008980,2024-12-15,225.16,0.0,225.16,Google Pay,Completed,0.355
PUR007639,CUST00454,CAM000105,2026-01-26,1180.48,0.0,1180.48,Credit Card,Completed,0.239
PUR007640,CUST01243,CAM001670,2025-03-17,578.58,0.17,480.22,Credit Card,Completed,0.299
PUR007641,CUST00638,CAM000113,2026-02-28,1010.43,0.04,970.01,PayPal,Pending,0.217
PUR007642,CUST04392,CAM000647,2025-04-30,1609.83,0.22,1255.67,Apple Pay,Completed,0.235
PUR007643,CUST03540,CAM009808,2026-05-12,522.97,0.0,522.97,PayPal,Completed,0.273
PUR007644,CUST03186,CAM004938,2025-12-25,405.37,0.0,405.37,Debit Card,Completed,0.273
PUR007645,CUST01588,CAM005336,2026-09-04,378.2,0.0,378.2,Apple Pay,Completed,0.292
PUR007646,CUST02950,CAM008683,2025-11-29,1386.64,0.21,1095.45,Debit Card,Completed,0.244
PUR007647,CUST02809,CAM001290,2025-06-18,454.94,0.0,454.94,Debit Card,Completed,0.213
PUR007648,CUST00047,CAM009265,2026-03-17,1082.88,0.0,1082.88,Credit Card,Completed,0.24
PUR007649,CUST02279,CAM006358,2026-08-10,406.48,0.22,317.05,Credit Card,Completed,0.312
PUR007650,CUST04053,CAM006231,2026-07-14,223.64,0.0,223.64,Apple Pay,Completed,0.23
PUR007651,CUST04369,CAM002000,2026-08-02,400.26,0.16,336.22,Credit Card,Completed,0.318
PUR007652,CUST01236,CAM009312,2025-08-05,742.3,0.0,742.3,PayPal,Completed,0.375
PUR007653,CUST01533,CAM003570,2026-05-04,148.27,0.0,148.27,Debit Card,Completed,0.223
PUR007654,CUST03185,CAM009140,2026-01-09,739.55,0.18,606.43,Debit Card,Refunded,0.302
PUR007655,CUST02810,CAM001854,2024-11-28,670.49,0.11,596.74,Debit Card,Completed,0.395
PUR007656,CUST03476,CAM008124,2024-12-25,416.0,0.0,416.0,Google Pay,Completed,0.26
PUR007657,CUST01294,CAM002800,2025-10-23,156.75,0.22,122.26,Debit Card,Completed,0.26
PUR007658,CUST04875,CAM006025,2025-11-10,572.29,0.0,572.29,Credit Card,Completed,0.407
PUR007659,CUST01440,CAM004005,2026-02-12,584.51,0.0,584.51,PayPal,Refunded,0.383
PUR007660,CUST01877,CAM005067,2025-09-25,290.6,0.0,290.6,Debit Card,Completed,0.274
PUR007661,CUST04956,CAM008403,2026-08-16,510.18,0.0,510.18,Debit Card,Completed,0.431
PUR007662,CUST02798,CAM003881,2025-03-12,864.97,0.0,864.97,Credit Card,Completed,0.244
PUR007663,CUST01990,CAM009262,2025-03-26,1606.29,0.0,1606.29,Credit Card,Completed,0.427
PUR007664,CUST03476,CAM007049,2025-03-07,422.08,0.08,388.31,Apple Pay,Pending,0.409
PUR007665,CUST00080,CAM006867,2026-08-15,245.84,0.0,245.84,PayPal,Pending,0.439
PUR007666,CUST04279,CAM009389,2025-04-15,434.94,0.0,434.94,Credit Card,Completed,0.413
PUR007667,CUST02939,CAM004231,2024-12-09,1451.94,0.0,1451.94,Credit Card,Refunded,0.303
PUR007668,CUST01761,CAM001066,2026-07-26,1363.83,0.0,1363.83,Debit Card,Cancelled,0.226
PUR007669,CUST04236,CAM003226,2026-01-23,985.69,0.14,847.69,Google Pay,Completed,0.218
PUR007670,CUST03492,CAM000284,2025-08-20,425.77,0.0,425.77,Credit Card,Cancelled,0.403
PUR007671,CUST03079,CAM000756,2025-01-15,654.61,0.22,510.6,PayPal,Completed,0.35
PUR007672,CUST04938,CAM004334,2026-01-12,773.83,0.0,773.83,Debit Card,Completed,0.318
PUR007673,CUST02562,CAM001935,2026-07-13,1200.23,0.01,1188.23,Debit Card,Pending,0.201
PUR007674,CUST02037,CAM004166,2024-12-17,743.3,0.0,743.3,Credit Card,Completed,0.254
PUR007675,CUST04391,CAM002666,2024-10-06,272.61,0.0,272.61,PayPal,Completed,0.24
PUR007676,CUST04838,CAM001835,2026-03-15,1047.22,0.0,1047.22,Credit Card,Completed,0.423
PUR007677,CUST04564,CAM002871,2026-02-02,1178.61,0.0,1178.61,Apple Pay,Completed,0.212
PUR007678,CUST00887,CAM005702,2025-12-24,708.8,0.0,708.8,Credit Card,Refunded,0.369
PUR007679,CUST00767,CAM002410,2026-01-24,1244.32,0.0,1244.32,Credit Card,Completed,0.419
PUR007680,CUST02110,CAM002857,2026-09-09,236.29,0.0,236.29,PayPal,Completed,0.269
PUR007681,CUST01611,CAM005155,2025-11-15,155.99,0.23,120.11,Apple Pay,Pending,0.225
PUR007682,CUST00046,CAM008010,2025-01-10,792.25,0.1,713.02,Debit Card,Completed,0.306
PUR007683,CUST03895,CAM003664,2025-11-14,1392.11,0.0,1392.11,Credit Card,Completed,0.399
PUR007684,CUST04429,CAM004780,2026-09-07,202.6,0.04,194.5,PayPal,Pending,0.222
PUR007685,CUST02942,CAM000542,2026-06-10,816.11,0.0,816.11,Credit Card,Pending,0.252
PUR007686,CUST01327,CAM006590,2026-04-03,902.86,0.0,902.86,Credit Card,Cancelled,0.359
PUR007687,CUST00881,CAM005508,2026-02-13,521.21,0.06,489.94,Debit Card,Completed,0.329
PUR007688,CUST01455,CAM005297,2025-08-03,530.89,0.0,530.89,Credit Card,Pending,0.391
PUR007689,CUST01650,CAM006059,2025-07-23,1002.13,0.0,1002.13,Google Pay,Completed,0.371
PUR007690,CUST01955,CAM007183,2024-12-18,427.27,0.04,410.18,Apple Pay,Completed,0.393
PUR007691,CUST04098,CAM009404,2026-01-19,1254.99,0.21,991.44,Apple Pay,Completed,0.292
PUR007692,CUST04734,CAM007737,2026-03-03,382.69,0.03,371.21,PayPal,Completed,0.25
PUR007693,CUST03560,CAM005545,2025-07-26,1312.87,0.0,1312.87,Debit Card,Completed,0.348
PUR007694,CUST03388,CAM001281,2025-12-01,406.51,0.0,406.51,Apple Pay,Completed,0.233
PUR007695,CUST00194,CAM004749,2026-02-08,397.59,0.18,326.02,Credit Card,Completed,0.202
PUR007696,CUST00931,CAM001740,2025-02-23,991.85,0.08,912.5,Credit Card,Cancelled,0.336
PUR007697,CUST04590,CAM001858,2024-10-15,2355.03,0.03,2284.38,Credit Card,Pending,0.316
PUR007698,CUST02776,CAM008371,2025-09-23,617.09,0.0,617.09,Credit Card,Completed,0.205
PUR007699,CUST01399,CAM008617,2026-06-29,1081.83,0.0,1081.83,PayPal,Pending,0.26
PUR007700,CUST03880,CAM008903,2025-08-29,2550.51,0.0,2550.51,PayPal,Completed,0.351
PUR007701,CUST04817,CAM008897,2026-07-31,619.3,0.05,588.33,Google Pay,Pending,0.287
PUR007702,CUST00268,CAM001807,2024-12-28,292.4,0.0,292.4,Apple Pay,Completed,0.264
PUR007703,CUST01034,CAM002500,2025-10-22,615.97,0.16,517.41,Apple Pay,Completed,0.382
PUR007704,CUST04502,CAM004903,2025-06-08,965.56,0.06,907.63,Apple Pay,Cancelled,0.278
PUR007705,CUST02189,CAM006456,2025-05-03,2796.99,0.14,2405.41,Debit Card,Completed,0.425
PUR007706,CUST00701,CAM006006,2025-11-06,652.58,0.0,652.58,Apple Pay,Cancelled,0.39
PUR007707,CUST03910,CAM008721,2026-04-04,326.59,0.0,326.59,PayPal,Pending,0.286
PUR007708,CUST01457,CAM002530,2025-05-15,1689.06,0.0,1689.06,Debit Card,Completed,0.386
PUR007709,CUST00344,CAM006742,2026-03-19,511.18,0.0,511.18,Apple Pay,Pending,0.319
PUR007710,CUST04145,CAM005000,2026-05-24,288.79,0.11,257.02,Apple Pay,Completed,0.32
PUR007711,CUST03801,CAM007177,2026-03-28,789.39,0.16,663.09,PayPal,Completed,0.328
PUR007712,CUST00916,CAM005793,2025-11-09,406.9,0.01,402.83,Credit Card,Completed,0.248
PUR007713,CUST00146,CAM009214,2025-04-09,760.18,0.0,760.18,Debit Card,Completed,0.443
PUR007714,CUST04626,CAM007785,2025-05-12,385.11,0.0,385.11,PayPal,Pending,0.431
PUR007715,CUST02068,CAM006944,2025-01-27,465.12,0.0,465.12,Credit Card,Completed,0.338
PUR007716,CUST00538,CAM007933,2026-03-25,1825.73,0.0,1825.73,Credit Card,Completed,0.249
PUR007717,CUST02281,CAM004207,2025-05-20,440.5,0.12,387.64,Debit Card,Cancelled,0.358
PUR007718,CUST03788,CAM005059,2025-01-18,281.97,0.0,281.97,Apple Pay,Completed,0.244
PUR007719,CUST02768,CAM007109,2026-05-25,813.65,0.0,813.65,Credit Card,Cancelled,0.336
PUR007720,CUST00124,CAM003475,2025-02-04,1550.51,0.19,1255.91,Credit Card,Completed,0.337
PUR007721,CUST03768,CAM009384,2025-05-13,926.6,0.0,926.6,Credit Card,Completed,0.247
PUR007722,CUST00542,CAM002818,2026-08-25,143.83,0.0,143.83,Credit Card,Completed,0.401
PUR007723,CUST01231,CAM004995,2025-08-28,139.98,0.0,139.98,Apple Pay,Completed,0.433
PUR007724,CUST01601,CAM005653,2024-12-18,865.66,0.16,727.15,Credit Card,Completed,0.447
PUR007725,CUST01168,CAM008293,2025-04-08,604.93,0.0,604.93,Credit Card,Completed,0.342
PUR007726,CUST04219,CAM007586,2024-12-30,547.3,0.0,547.3,Debit Card,Completed,0.203
PUR007727,CUST03822,CAM003411,2024-11-22,61.37,0.09,55.85,Debit Card,Completed,0.446
PUR007728,CUST04125,CAM003631,2026-05-10,97.75,0.0,97.75,Credit Card,Completed,0.312
PUR007729,CUST01485,CAM002912,2026-03-30,1078.25,0.0,1078.25,Apple Pay,Pending,0.299
PUR007730,CUST00205,CAM005467,2025-09-25,121.9,0.0,121.9,Google Pay,Completed,0.44
PUR007731,CUST04497,CAM006486,2026-05-15,1078.92,0.16,906.29,Credit Card,Completed,0.202
PUR007732,CUST01003,CAM006800,2026-07-24,528.69,0.16,444.1,Debit Card,Completed,0.446
PUR007733,CUST00081,CAM004123,2026-03-16,1180.78,0.0,1180.78,Debit Card,Completed,0.311
PUR007734,CUST01035,CAM002298,2025-08-07,1173.39,0.0,1173.39,Debit Card,Completed,0.377
PUR007735,CUST01598,CAM008809,2025-06-08,869.43,0.0,869.43,Debit Card,Completed,0.266
PUR007736,CUST04855,CAM000152,2026-08-31,852.5,0.07,792.82,Google Pay,Completed,0.272
PUR007737,CUST02686,CAM009973,2024-09-12,1259.69,0.03,1221.9,Debit Card,Completed,0.411
PUR007738,CUST04427,CAM008477,2026-09-01,260.17,0.02,254.97,Apple Pay,Completed,0.206
PUR007739,CUST00636,CAM004867,2025-01-10,926.43,0.11,824.52,Credit Card,Completed,0.29
PUR007740,CUST04492,CAM003443,2025-07-22,67.2,0.0,67.2,PayPal,Completed,0.415
PUR007741,CUST04377,CAM003200,2026-05-30,1006.97,0.02,986.83,Apple Pay,Completed,0.358
PUR007742,CUST02498,CAM006567,2025-07-16,1134.95,0.0,1134.95,Apple Pay,Cancelled,0.43
PUR007743,CUST02691,CAM008603,2026-06-21,1043.18,0.0,1043.18,Apple Pay,Completed,0.368
PUR007744,CUST03204,CAM001865,2026-08-17,683.61,0.0,683.61,Debit Card,Completed,0.389
PUR007745,CUST03487,CAM006404,2026-01-23,182.42,0.0,182.42,Credit Card,Completed,0.311
PUR007746,CUST03846,CAM001907,2025-04-04,500.09,0.1,450.08,Apple Pay,Completed,0.376
PUR007747,CUST02944,CAM009171,2024-12-01,621.98,0.0,621.98,Debit Card,Completed,0.415
PUR007748,CUST01240,CAM002548,2025-10-09,383.35,0.18,314.35,Credit Card,Cancelled,0.446
PUR007749,CUST03833,CAM009870,2025-02-10,1122.82,0.0,1122.82,PayPal,Completed,0.354
PUR007750,CUST01889,CAM009002,2024-11-09,196.96,0.24,149.69,Credit Card,Completed,0.42
PUR007751,CUST01837,CAM005101,2025-12-02,1362.31,0.05,1294.19,PayPal,Refunded,0.356
PUR007752,CUST03965,CAM004678,2025-10-02,316.17,0.0,316.17,Debit Card,Completed,0.318
PUR007753,CUST01203,CAM003354,2025-06-12,667.67,0.0,667.67,PayPal,Completed,0.383
PUR007754,CUST00765,CAM001837,2025-01-20,281.25,0.25,210.94,PayPal,Completed,0.266
PUR007755,CUST03022,CAM007834,2025-12-04,213.47,0.0,213.47,PayPal,Completed,0.256
PUR007756,CUST01978,CAM001076,2026-05-17,812.64,0.0,812.64,Apple Pay,Completed,0.379
PUR007757,CUST00807,CAM002237,2025-02-07,494.16,0.05,469.45,Debit Card,Pending,0.257
PUR007758,CUST00288,CAM001460,2026-06-18,399.04,0.22,311.25,Debit Card,Completed,0.434
PUR007759,CUST03005,CAM005313,2025-07-15,409.95,0.0,409.95,Debit Card,Refunded,0.251
PUR007760,CUST04637,CAM002142,2025-04-16,204.02,0.0,204.02,Debit Card,Completed,0.375
PUR007761,CUST02288,CAM000242,2026-08-04,175.35,0.02,171.84,PayPal,Completed,0.417
PUR007762,CUST01078,CAM003300,2024-11-25,108.78,0.16,91.38,Credit Card,Completed,0.36
PUR007763,CUST00695,CAM003491,2025-05-19,107.44,0.0,107.44,Credit Card,Completed,0.396
PUR007764,CUST03252,CAM005270,2025-12-15,1061.55,0.0,1061.55,Debit Card,Completed,0.281
PUR007765,CUST00700,CAM005589,2026-02-16,1180.71,0.21,932.76,Apple Pay,Completed,0.409
PUR007766,CUST00098,CAM009832,2024-11-13,316.76,0.03,307.26,Credit Card,Completed,0.217
PUR007767,CUST03754,CAM006754,2024-12-21,132.08,0.2,105.66,Credit Card,Completed,0.38
PUR007768,CUST04741,CAM008238,2026-07-13,668.46,0.12,588.24,Google Pay,Completed,0.428
